week_date,region,platform,segment,customer_type,transactions,sales
2018-08-13,CANADA,Retail,F1,New,7004,262321
2018-08-13,CANADA,Shopify,F1,New,40,6800
2018-08-13,CANADA,Shopify,F1,Existing,373,71514
2018-08-13,CANADA,Retail,F1,Existing,22020,1229094
2018-08-06,CANADA,Shopify,F1,New,44,7898
2018-08-06,CANADA,Retail,F1,Existing,21851,1230524
2018-08-06,CANADA,Retail,F1,New,7014,266983
2018-08-06,CANADA,Shopify,F1,Existing,446,83584
2018-07-30,CANADA,Shopify,F1,Existing,420,80104
2018-07-30,CANADA,Retail,F1,Existing,21810,1215911
2018-07-30,CANADA,Shopify,F1,New,46,6960
2018-07-30,CANADA,Retail,F1,New,7040,260247
2018-07-23,CANADA,Shopify,F1,Existing,413,78321
2018-07-23,CANADA,Shopify,F1,New,60,9657
2018-07-23,CANADA,Retail,F1,Existing,22197,1255258
2018-07-23,CANADA,Retail,F1,New,6990,273207
2018-07-16,CANADA,Retail,F1,New,7391,305134
2018-07-16,CANADA,Shopify,F1,Existing,436,84706
2018-07-16,CANADA,Shopify,F1,New,51,8750
2018-07-16,CANADA,Retail,F1,Existing,22186,1319361
2018-07-09,CANADA,Retail,F1,Existing,21212,1204045
2018-07-09,CANADA,Shopify,F1,Existing,373,69898
2018-07-09,CANADA,Shopify,F1,New,40,6309
2018-07-09,CANADA,Retail,F1,New,7159,272201
2018-07-02,CANADA,Shopify,F1,Existing,429,78681
2018-07-02,CANADA,Retail,F1,Existing,21262,1191148
2018-07-02,CANADA,Shopify,F1,New,56,9077
2018-07-02,CANADA,Retail,F1,New,7107,267940
2018-06-25,CANADA,Shopify,F1,New,58,8636
2018-06-25,CANADA,Shopify,F1,Existing,400,73791
2018-06-25,CANADA,Retail,F1,Existing,21692,1228824
2018-06-25,CANADA,Retail,F1,New,7237,273410
2018-06-18,CANADA,Retail,F1,New,7253,271923
2018-06-18,CANADA,Retail,F1,Existing,21487,1211160
2018-06-18,CANADA,Shopify,F1,New,58,9017
2018-06-18,CANADA,Shopify,F1,Existing,450,83426
2018-06-11,CANADA,Shopify,F1,New,56,9067
2018-06-11,CANADA,Retail,F1,New,7354,281396
2018-06-11,CANADA,Shopify,F1,Existing,384,72259
2018-06-11,CANADA,Retail,F1,Existing,21648,1230114
2018-06-04,CANADA,Retail,F1,Existing,20085,1152276
2018-06-04,CANADA,Shopify,F1,New,61,7913
2018-06-04,CANADA,Retail,F1,New,6842,267449
2018-06-04,CANADA,Shopify,F1,Existing,371,70614
2018-05-28,CANADA,Shopify,F1,New,55,8860
2018-05-28,CANADA,Retail,F1,Existing,21708,1251588
2018-05-28,CANADA,Retail,F1,New,7511,315994
2018-05-28,CANADA,Shopify,F1,Existing,397,72543
2018-05-21,CANADA,Retail,F1,New,7247,285117
2018-05-21,CANADA,Retail,F1,Existing,20997,1220141
2018-05-21,CANADA,Shopify,F1,New,40,6577
2018-05-21,CANADA,Shopify,F1,Existing,391,71897
2018-05-14,CANADA,Retail,F1,Existing,21281,1172534
2018-05-14,CANADA,Retail,F1,New,7194,258409
2018-05-14,CANADA,Shopify,F1,Existing,385,70008
2018-05-14,CANADA,Shopify,F1,New,41,6728
2018-05-07,CANADA,Retail,F1,Existing,21546,1228911
2018-05-07,CANADA,Shopify,F1,New,40,7053
2018-05-07,CANADA,Retail,F1,New,7411,273159
2018-05-07,CANADA,Shopify,F1,Existing,408,75646
2018-04-30,CANADA,Retail,F1,New,7344,268552
2018-04-30,CANADA,Retail,F1,Existing,22073,1203915
2018-04-30,CANADA,Shopify,F1,New,45,6715
2018-04-30,CANADA,Shopify,F1,Existing,363,66596
2018-04-23,CANADA,Retail,F1,New,7419,280197
2018-04-23,CANADA,Shopify,F1,Existing,382,72667
2018-04-23,CANADA,Retail,F1,Existing,21601,1236679
2018-04-23,CANADA,Shopify,F1,New,43,6212
2018-04-16,CANADA,Retail,F1,Existing,20195,1163074
2018-04-16,CANADA,Shopify,F1,New,43,7480
2018-04-16,CANADA,Retail,F1,New,6606,252705
2018-04-16,CANADA,Shopify,F1,Existing,309,59717
2018-04-09,CANADA,Retail,F1,Existing,21923,1274475
2018-04-09,CANADA,Shopify,F1,New,45,6526
2018-04-09,CANADA,Retail,F1,New,7107,271702
2018-04-09,CANADA,Shopify,F1,Existing,363,72058
2018-04-02,CANADA,Retail,F1,New,7157,264171
2018-04-02,CANADA,Retail,F1,Existing,21939,1254239
2018-04-02,CANADA,Shopify,F1,New,54,9455
2018-04-02,CANADA,Shopify,F1,Existing,397,73185
2018-03-26,CANADA,Shopify,F1,New,43,5472
2018-03-26,CANADA,Retail,F1,Existing,22675,1329773
2018-03-26,CANADA,Retail,F1,New,7316,281080
2018-03-26,CANADA,Shopify,F1,Existing,371,68811
2020-08-31,CANADA,Shopify,F2,Existing,1336,243878
2020-08-31,CANADA,Retail,F2,Existing,61517,3322211
2020-08-31,CANADA,Retail,F2,New,18180,661362
2020-08-31,CANADA,Shopify,F2,New,98,14789
2020-08-24,CANADA,Shopify,F2,Existing,1350,258395
2020-08-24,CANADA,Retail,F2,New,18109,637913
2020-08-24,CANADA,Retail,F2,Existing,61805,3241876
2020-08-24,CANADA,Shopify,F2,New,104,17346
2020-08-17,CANADA,Retail,F2,New,17290,596390
2020-08-17,CANADA,Retail,F2,Existing,61465,3274278
2020-08-17,CANADA,Shopify,F2,New,85,13301
2020-08-17,CANADA,Shopify,F2,Existing,1288,239332
2020-08-10,CANADA,Shopify,F2,Existing,1296,239593
2020-08-10,CANADA,Retail,F2,Existing,60106,3149550
2020-08-10,CANADA,Retail,F2,New,16716,582076
2020-08-10,CANADA,Shopify,F2,New,77,11136
2020-08-03,CANADA,Retail,F2,Existing,58521,3108705
2020-08-03,CANADA,Shopify,F2,Existing,1247,227477
2020-08-03,CANADA,Retail,F2,New,16220,562847
2020-08-03,CANADA,Shopify,F2,New,87,12913
2020-07-27,CANADA,Retail,F2,Existing,60124,3198412
2020-07-27,CANADA,Retail,F2,New,16263,561667
2020-07-27,CANADA,Shopify,F2,Existing,1439,256948
2020-07-27,CANADA,Shopify,F2,New,108,14741
2020-07-20,CANADA,Shopify,F2,Existing,1349,245938
2020-07-20,CANADA,Retail,F2,New,16791,587888
2020-07-20,CANADA,Shopify,F2,New,100,14549
2020-07-20,CANADA,Retail,F2,Existing,60672,3213486
2020-07-13,CANADA,Shopify,F2,New,84,13157
2020-07-13,CANADA,Retail,F2,New,17077,621486
2020-07-13,CANADA,Retail,F2,Existing,60570,3419492
2020-07-13,CANADA,Shopify,F2,Existing,1385,265155
2020-07-06,CANADA,Retail,F2,New,16854,622949
2020-07-06,CANADA,Retail,F2,Existing,59064,3276611
2020-07-06,CANADA,Shopify,F2,Existing,1148,217025
2020-07-06,CANADA,Shopify,F2,New,73,11040
2020-06-29,CANADA,Retail,F2,Existing,60640,3222249
2020-06-29,CANADA,Retail,F2,New,17252,621849
2020-06-29,CANADA,Shopify,F2,Existing,1296,241198
2020-06-29,CANADA,Shopify,F2,New,84,12155
2020-06-22,CANADA,Retail,F2,New,16745,602021
2020-06-22,CANADA,Shopify,F2,New,77,11445
2020-06-22,CANADA,Shopify,F2,Existing,1376,249388
2020-06-22,CANADA,Retail,F2,Existing,60742,3366957
2020-06-15,CANADA,Shopify,F2,New,77,11200
2020-06-15,CANADA,Retail,F2,Existing,62694,3347958
2020-06-15,CANADA,Retail,F2,New,17209,602560
2020-06-15,CANADA,Shopify,F2,Existing,1390,246381
2020-06-08,CANADA,Shopify,F2,Existing,1300,233196
2020-06-08,CANADA,Retail,F2,Existing,62431,3411885
2020-06-08,CANADA,Retail,F2,New,17119,608860
2020-06-08,CANADA,Shopify,F2,New,99,13424
2020-06-01,CANADA,Shopify,F2,New,122,14879
2020-06-01,CANADA,Shopify,F2,Existing,1527,241924
2020-06-01,CANADA,Retail,F2,New,16502,597721
2020-06-01,CANADA,Retail,F2,Existing,58255,3243706
2020-05-25,CANADA,Retail,F2,New,17090,599091
2020-05-25,CANADA,Shopify,F2,New,105,12383
2020-05-25,CANADA,Shopify,F2,Existing,1580,255585
2020-05-25,CANADA,Retail,F2,Existing,60788,3324021
2020-05-18,CANADA,Retail,F2,New,17228,600119
2020-05-18,CANADA,Shopify,F2,New,116,13502
2020-05-18,CANADA,Retail,F2,Existing,62560,3334217
2020-05-18,CANADA,Shopify,F2,Existing,1606,258708
2020-05-11,CANADA,Shopify,F2,New,132,15095
2020-05-11,CANADA,Retail,F2,Existing,62154,3355882
2020-05-11,CANADA,Shopify,F2,Existing,1578,256439
2020-05-11,CANADA,Retail,F2,New,17025,593362
2020-05-04,CANADA,Shopify,F2,Existing,1330,241726
2020-05-04,CANADA,Retail,F2,Existing,63295,3348637
2020-05-04,CANADA,Retail,F2,New,17356,595753
2020-05-04,CANADA,Shopify,F2,New,79,10869
2020-04-27,CANADA,Shopify,F2,Existing,1307,238646
2020-04-27,CANADA,Retail,F2,Existing,62903,3430841
2020-04-27,CANADA,Shopify,F2,New,73,9868
2020-04-27,CANADA,Retail,F2,New,17614,626234
2020-04-20,CANADA,Retail,F2,Existing,56686,3226617
2020-04-20,CANADA,Retail,F2,New,15713,570939
2020-04-20,CANADA,Shopify,F2,Existing,1375,256830
2020-04-20,CANADA,Shopify,F2,New,100,14634
2020-04-13,CANADA,Shopify,F2,Existing,984,179807
2020-04-13,CANADA,Retail,F2,Existing,60914,3344882
2020-04-13,CANADA,Retail,F2,New,17408,609742
2020-04-13,CANADA,Shopify,F2,New,62,8908
2020-04-06,CANADA,Retail,F2,New,16022,559238
2020-04-06,CANADA,Shopify,F2,New,62,8807
2020-04-06,CANADA,Retail,F2,Existing,59655,3154296
2020-04-06,CANADA,Shopify,F2,Existing,1136,218188
2020-03-30,CANADA,Shopify,F2,New,86,11678
2020-03-30,CANADA,Retail,F2,New,17260,620714
2020-03-30,CANADA,Retail,F2,Existing,63215,3434063
2020-03-30,CANADA,Shopify,F2,Existing,1221,228288
2020-03-23,CANADA,Shopify,F2,New,80,12935
2020-03-23,CANADA,Retail,F2,Existing,56588,3556997
2020-03-23,CANADA,Retail,F2,New,16490,673813
2020-03-23,CANADA,Shopify,F2,Existing,1107,201470
2019-09-02,CANADA,Retail,F2,Existing,56869,3199590
2019-09-02,CANADA,Shopify,F2,Existing,1094,208793
2019-09-02,CANADA,Shopify,F2,New,79,12539
2019-09-02,CANADA,Retail,F2,New,16357,601765
2019-08-26,CANADA,Shopify,F2,New,82,12187
2019-08-26,CANADA,Shopify,F2,Existing,1017,189211
2019-08-26,CANADA,Retail,F2,New,16557,601260
2019-08-26,CANADA,Retail,F2,Existing,57569,3174636
2019-08-19,CANADA,Shopify,F2,Existing,1051,197807
2019-08-19,CANADA,Shopify,F2,New,72,10932
2019-08-19,CANADA,Retail,F2,Existing,58063,3237649
2019-08-19,CANADA,Retail,F2,New,16940,620135
2019-08-12,CANADA,Shopify,F2,Existing,1032,196837
2019-08-12,CANADA,Retail,F2,New,16524,612291
2019-08-12,CANADA,Retail,F2,Existing,57980,3258188
2019-08-12,CANADA,Shopify,F2,New,73,10935
2019-08-05,CANADA,Shopify,F2,New,72,12174
2019-08-05,CANADA,Retail,F2,New,16197,601237
2019-08-05,CANADA,Retail,F2,Existing,57437,3249786
2019-08-05,CANADA,Shopify,F2,Existing,1062,206070
2019-07-29,CANADA,Shopify,F2,Existing,1095,206978
2019-07-29,CANADA,Retail,F2,New,16374,619875
2019-07-29,CANADA,Shopify,F2,New,88,14393
2019-07-29,CANADA,Retail,F2,Existing,57234,3246731
2019-07-22,CANADA,Retail,F2,Existing,57889,3292863
2019-07-22,CANADA,Retail,F2,New,16901,635490
2019-07-22,CANADA,Shopify,F2,Existing,972,189485
2019-07-22,CANADA,Shopify,F2,New,88,13124
2019-07-15,CANADA,Retail,F2,Existing,55828,3252192
2019-07-15,CANADA,Shopify,F2,Existing,1034,203795
2019-07-15,CANADA,Retail,F2,New,16561,633929
2019-07-15,CANADA,Shopify,F2,New,92,14172
2019-07-08,CANADA,Shopify,F2,New,74,13038
2019-07-08,CANADA,Retail,F2,New,16013,600477
2019-07-08,CANADA,Shopify,F2,Existing,973,191392
2019-07-08,CANADA,Retail,F2,Existing,53004,3020851
2019-07-01,CANADA,Shopify,F2,New,71,10270
2019-07-01,CANADA,Shopify,F2,Existing,790,148145
2019-07-01,CANADA,Retail,F2,Existing,55456,3042852
2019-07-01,CANADA,Retail,F2,New,16344,600022
2019-06-24,CANADA,Retail,F2,New,16551,596944
2019-06-24,CANADA,Shopify,F2,Existing,1056,192558
2019-06-24,CANADA,Shopify,F2,New,102,14615
2019-06-24,CANADA,Retail,F2,Existing,56850,3144220
2019-06-17,CANADA,Retail,F2,Existing,57890,3200050
2019-06-17,CANADA,Shopify,F2,Existing,1074,195165
2019-06-17,CANADA,Shopify,F2,New,111,14755
2019-06-17,CANADA,Retail,F2,New,16859,604501
2019-06-10,CANADA,Shopify,F2,Existing,1081,197788
2019-06-10,CANADA,Retail,F2,Existing,57024,3223292
2019-06-10,CANADA,Retail,F2,New,16730,622599
2019-06-10,CANADA,Shopify,F2,New,108,15865
2019-06-03,CANADA,Retail,F2,New,15625,589845
2019-06-03,CANADA,Shopify,F2,New,70,10141
2019-06-03,CANADA,Shopify,F2,Existing,798,152986
2019-06-03,CANADA,Retail,F2,Existing,52842,3080038
2019-05-27,CANADA,Shopify,F2,Existing,958,176135
2019-05-27,CANADA,Shopify,F2,New,81,11018
2019-05-27,CANADA,Retail,F2,New,16428,611378
2019-05-27,CANADA,Retail,F2,Existing,57005,3210013
2019-05-20,CANADA,Shopify,F2,New,76,12225
2019-05-20,CANADA,Retail,F2,Existing,58405,3295143
2019-05-20,CANADA,Retail,F2,New,17036,632337
2019-05-20,CANADA,Shopify,F2,Existing,913,173246
2019-05-13,CANADA,Shopify,F2,New,81,13074
2019-05-13,CANADA,Retail,F2,Existing,57992,3316735
2019-05-13,CANADA,Retail,F2,New,16769,635494
2019-05-13,CANADA,Shopify,F2,Existing,939,180407
2019-05-06,CANADA,Retail,F2,Existing,58824,3313827
2019-05-06,CANADA,Shopify,F2,Existing,863,163227
2019-05-06,CANADA,Retail,F2,New,17279,654108
2019-05-06,CANADA,Shopify,F2,New,77,11801
2019-04-29,CANADA,Shopify,F2,Existing,883,171396
2019-04-29,CANADA,Retail,F2,Existing,56709,3256686
2019-04-29,CANADA,Shopify,F2,New,57,9340
2019-04-29,CANADA,Retail,F2,New,16531,644345
2019-04-22,CANADA,Shopify,F2,Existing,920,174318
2019-04-22,CANADA,Retail,F2,Existing,56976,3389171
2019-04-22,CANADA,Shopify,F2,New,78,12247
2019-04-22,CANADA,Retail,F2,New,17233,678644
2019-04-15,CANADA,Shopify,F2,Existing,762,147790
2019-04-15,CANADA,Retail,F2,Existing,49645,2958892
2019-04-15,CANADA,Retail,F2,New,15230,606707
2019-04-15,CANADA,Shopify,F2,New,67,10383
2019-04-08,CANADA,Shopify,F2,Existing,660,128147
2019-04-08,CANADA,Retail,F2,Existing,50062,3233934
2019-04-08,CANADA,Shopify,F2,New,65,11149
2019-04-08,CANADA,Retail,F2,New,16232,702299
2019-04-01,CANADA,Shopify,F2,New,72,13237
2019-04-01,CANADA,Retail,F2,Existing,60045,3428711
2019-04-01,CANADA,Shopify,F2,Existing,859,170234
2019-04-01,CANADA,Retail,F2,New,18398,689122
2019-03-25,CANADA,Shopify,F2,Existing,901,172181
2019-03-25,CANADA,Retail,F2,Existing,57597,3244619
2019-03-25,CANADA,Shopify,F2,New,85,12745
2019-03-25,CANADA,Retail,F2,New,17603,658881
2018-09-03,CANADA,Shopify,F2,New,64,9835
2018-09-03,CANADA,Retail,F2,Existing,53624,3112724
2018-09-03,CANADA,Retail,F2,New,17249,635306
2018-09-03,CANADA,Shopify,F2,Existing,795,158813
2018-08-27,CANADA,Shopify,F2,New,67,9709
2018-08-27,CANADA,Retail,F2,New,17740,642010
2018-08-27,CANADA,Retail,F2,Existing,54108,3052667
2018-08-27,CANADA,Shopify,F2,Existing,726,144055
2018-08-20,CANADA,Shopify,F2,Existing,726,142922
2018-08-20,CANADA,Shopify,F2,New,67,10662
2018-08-20,CANADA,Retail,F2,Existing,53213,3083779
2018-08-20,CANADA,Retail,F2,New,16619,622143
2018-08-13,CANADA,Retail,F2,Existing,52845,3055231
2018-08-13,CANADA,Retail,F2,New,16435,615673
2018-08-13,CANADA,Shopify,F2,Existing,660,128522
2018-08-13,CANADA,Shopify,F2,New,53,8785
2018-08-06,CANADA,Shopify,F2,New,46,7488
2018-08-06,CANADA,Retail,F2,New,16268,613781
2018-08-06,CANADA,Retail,F2,Existing,52611,3104723
2018-08-06,CANADA,Shopify,F2,Existing,751,147800
2018-07-30,CANADA,Shopify,F2,New,58,9742
2018-07-30,CANADA,Retail,F2,New,16254,599762
2018-07-30,CANADA,Shopify,F2,Existing,713,144319
2018-07-30,CANADA,Retail,F2,Existing,52779,3050995
2018-07-23,CANADA,Retail,F2,New,16956,647848
2018-07-23,CANADA,Shopify,F2,Existing,714,141217
2018-07-23,CANADA,Retail,F2,Existing,53459,3119976
2018-07-23,CANADA,Shopify,F2,New,71,11087
2018-07-16,CANADA,Shopify,F2,Existing,718,146485
2018-07-16,CANADA,Retail,F2,Existing,51267,3119148
2018-07-16,CANADA,Shopify,F2,New,65,9938
2018-07-16,CANADA,Retail,F2,New,16164,648380
2018-07-09,CANADA,Retail,F2,New,15539,611498
2018-07-09,CANADA,Shopify,F2,Existing,649,132799
2018-07-09,CANADA,Shopify,F2,New,74,12194
2018-07-09,CANADA,Retail,F2,Existing,48023,2820253
2018-07-02,CANADA,Shopify,F2,Existing,694,138990
2018-07-02,CANADA,Retail,F2,Existing,50344,2903970
2018-07-02,CANADA,Retail,F2,New,16179,617176
2018-07-02,CANADA,Shopify,F2,New,61,10334
2018-06-25,CANADA,Shopify,F2,New,66,11552
2018-06-25,CANADA,Retail,F2,Existing,52468,2995554
2018-06-25,CANADA,Retail,F2,New,16945,633015
2018-06-25,CANADA,Shopify,F2,Existing,720,136428
2018-06-18,CANADA,Shopify,F2,Existing,751,145593
2018-06-18,CANADA,Retail,F2,New,16569,618063
2018-06-18,CANADA,Shopify,F2,New,78,13047
2018-06-18,CANADA,Retail,F2,Existing,51795,3006562
2018-06-11,CANADA,Shopify,F2,Existing,656,127191
2018-06-11,CANADA,Retail,F2,New,16869,643833
2018-06-11,CANADA,Retail,F2,Existing,51839,3015554
2018-06-11,CANADA,Shopify,F2,New,75,12869
2018-06-04,CANADA,Retail,F2,New,15651,607760
2018-06-04,CANADA,Retail,F2,Existing,47480,2791326
2018-06-04,CANADA,Shopify,F2,Existing,664,125463
2018-06-04,CANADA,Shopify,F2,New,72,12048
2018-05-28,CANADA,Retail,F2,New,16847,639864
2018-05-28,CANADA,Shopify,F2,Existing,729,146653
2018-05-28,CANADA,Retail,F2,Existing,51629,2988108
2018-05-28,CANADA,Shopify,F2,New,65,10382
2018-05-21,CANADA,Shopify,F2,Existing,675,134079
2018-05-21,CANADA,Shopify,F2,New,64,9989
2018-05-21,CANADA,Retail,F2,New,16633,611755
2018-05-21,CANADA,Retail,F2,Existing,50606,2891882
2018-05-14,CANADA,Shopify,F2,Existing,662,128534
2018-05-14,CANADA,Shopify,F2,New,51,8822
2018-05-14,CANADA,Retail,F2,Existing,51205,2945947
2018-05-14,CANADA,Retail,F2,New,16923,614191
2018-05-07,CANADA,Shopify,F2,Existing,694,136044
2018-05-07,CANADA,Retail,F2,New,16757,619989
2018-05-07,CANADA,Retail,F2,Existing,51706,3012494
2018-05-07,CANADA,Shopify,F2,New,57,8734
2018-04-30,CANADA,Shopify,F2,New,62,10880
2018-04-30,CANADA,Retail,F2,New,17085,628596
2018-04-30,CANADA,Retail,F2,Existing,52106,2928930
2018-04-30,CANADA,Shopify,F2,Existing,623,125450
2018-04-23,CANADA,Shopify,F2,New,55,9294
2018-04-23,CANADA,Retail,F2,New,16915,658982
2018-04-23,CANADA,Shopify,F2,Existing,671,135198
2018-04-23,CANADA,Retail,F2,Existing,51022,3084711
2018-04-16,CANADA,Shopify,F2,Existing,574,115316
2018-04-16,CANADA,Shopify,F2,New,56,7973
2018-04-16,CANADA,Retail,F2,Existing,45227,2722177
2018-04-16,CANADA,Retail,F2,New,15170,584174
2018-04-09,CANADA,Shopify,F2,New,48,7319
2018-04-09,CANADA,Shopify,F2,Existing,581,116065
2018-04-09,CANADA,Retail,F2,Existing,49272,2814972
2018-04-09,CANADA,Retail,F2,New,16156,590484
2018-04-02,CANADA,Retail,F2,New,16573,613325
2018-04-02,CANADA,Shopify,F2,New,47,7152
2018-04-02,CANADA,Shopify,F2,Existing,727,141975
2018-04-02,CANADA,Retail,F2,Existing,51650,3021390
2018-03-26,CANADA,Retail,F2,New,16700,632396
2018-03-26,CANADA,Retail,F2,Existing,52112,3064219
2018-03-26,CANADA,Shopify,F2,Existing,630,124933
2018-03-26,CANADA,Shopify,F2,New,47,6752
2020-08-31,CANADA,Retail,F3,Existing,94274,5306746
2020-08-31,CANADA,Shopify,F3,Existing,659,126801
2020-08-31,CANADA,Retail,F3,New,19524,690966
2020-08-31,CANADA,Shopify,F3,New,36,6107
2020-08-24,CANADA,Shopify,F3,New,27,3387
2020-08-24,CANADA,Retail,F3,New,19493,680924
2020-08-24,CANADA,Shopify,F3,Existing,650,131072
2020-08-24,CANADA,Retail,F3,Existing,94749,5212768
2020-08-17,CANADA,Retail,F3,Existing,94458,5273053
2020-08-17,CANADA,Shopify,F3,Existing,658,123399
2020-08-17,CANADA,Retail,F3,New,18740,644709
2020-08-17,CANADA,Shopify,F3,New,35,5845
2020-08-10,CANADA,Retail,F3,Existing,92147,5103156
2020-08-10,CANADA,Retail,F3,New,18179,630749
2020-08-10,CANADA,Shopify,F3,New,28,4477
2020-08-10,CANADA,Shopify,F3,Existing,643,123959
2020-08-03,CANADA,Shopify,F3,Existing,654,124490
2020-08-03,CANADA,Shopify,F3,New,29,4321
2020-08-03,CANADA,Retail,F3,Existing,90743,5090774
2020-08-03,CANADA,Retail,F3,New,17871,627747
2020-07-27,CANADA,Shopify,F3,Existing,663,121017
2020-07-27,CANADA,Retail,F3,New,17907,626785
2020-07-27,CANADA,Shopify,F3,New,54,6222
2020-07-27,CANADA,Retail,F3,Existing,91992,5148958
2020-07-20,CANADA,Shopify,F3,Existing,701,131032
2020-07-20,CANADA,Retail,F3,Existing,92781,5186278
2020-07-20,CANADA,Retail,F3,New,18018,634416
2020-07-20,CANADA,Shopify,F3,New,38,5886
2020-07-13,CANADA,Retail,F3,New,17528,610452
2020-07-13,CANADA,Shopify,F3,Existing,625,121988
2020-07-13,CANADA,Shopify,F3,New,32,4452
2020-07-13,CANADA,Retail,F3,Existing,93456,5316146
2020-07-06,CANADA,Retail,F3,Existing,92060,5192225
2020-07-06,CANADA,Retail,F3,New,17930,635946
2020-07-06,CANADA,Shopify,F3,Existing,555,105029
2020-07-06,CANADA,Shopify,F3,New,23,3613
2020-06-29,CANADA,Retail,F3,Existing,92739,5151347
2020-06-29,CANADA,Shopify,F3,New,25,3372
2020-06-29,CANADA,Shopify,F3,Existing,605,115232
2020-06-29,CANADA,Retail,F3,New,18114,646402
2020-06-22,CANADA,Shopify,F3,Existing,643,124844
2020-06-22,CANADA,Shopify,F3,New,24,3235
2020-06-22,CANADA,Retail,F3,New,17872,631199
2020-06-22,CANADA,Retail,F3,Existing,92742,5255765
2020-06-15,CANADA,Shopify,F3,Existing,650,124959
2020-06-15,CANADA,Retail,F3,Existing,93666,5258162
2020-06-15,CANADA,Shopify,F3,New,36,4809
2020-06-15,CANADA,Retail,F3,New,18329,633937
2020-06-08,CANADA,Retail,F3,New,17937,625496
2020-06-08,CANADA,Retail,F3,Existing,92782,5236269
2020-06-08,CANADA,Shopify,F3,Existing,680,126281
2020-06-08,CANADA,Shopify,F3,New,31,3565
2020-06-01,CANADA,Shopify,F3,New,55,4628
2020-06-01,CANADA,Retail,F3,New,17279,629451
2020-06-01,CANADA,Retail,F3,Existing,87861,5055994
2020-06-01,CANADA,Shopify,F3,Existing,732,118875
2020-05-25,CANADA,Shopify,F3,Existing,839,137901
2020-05-25,CANADA,Shopify,F3,New,49,5783
2020-05-25,CANADA,Retail,F3,New,18014,638483
2020-05-25,CANADA,Retail,F3,Existing,92007,5195267
2020-05-18,CANADA,Retail,F3,Existing,93226,5161179
2020-05-18,CANADA,Retail,F3,New,17791,617637
2020-05-18,CANADA,Shopify,F3,New,44,4193
2020-05-18,CANADA,Shopify,F3,Existing,803,130015
2020-05-11,CANADA,Retail,F3,New,17991,619588
2020-05-11,CANADA,Retail,F3,Existing,94113,5231682
2020-05-11,CANADA,Shopify,F3,New,62,6681
2020-05-11,CANADA,Shopify,F3,Existing,795,136798
2020-05-04,CANADA,Shopify,F3,Existing,629,119975
2020-05-04,CANADA,Retail,F3,New,17916,623853
2020-05-04,CANADA,Retail,F3,Existing,95437,5243924
2020-05-04,CANADA,Shopify,F3,New,28,3604
2020-04-27,CANADA,Shopify,F3,New,36,5023
2020-04-27,CANADA,Retail,F3,New,18138,635692
2020-04-27,CANADA,Shopify,F3,Existing,648,122497
2020-04-27,CANADA,Retail,F3,Existing,95102,5355531
2020-04-20,CANADA,Retail,F3,New,16129,570764
2020-04-20,CANADA,Shopify,F3,New,31,4404
2020-04-20,CANADA,Shopify,F3,Existing,668,127627
2020-04-20,CANADA,Retail,F3,Existing,86754,4962081
2020-04-13,CANADA,Retail,F3,New,18304,642423
2020-04-13,CANADA,Shopify,F3,Existing,514,95751
2020-04-13,CANADA,Shopify,F3,New,30,3860
2020-04-13,CANADA,Retail,F3,Existing,95726,5421683
2020-04-06,CANADA,Retail,F3,New,17130,594534
2020-04-06,CANADA,Shopify,F3,Existing,577,113965
2020-04-06,CANADA,Retail,F3,Existing,91251,5082841
2020-04-06,CANADA,Shopify,F3,New,35,4733
2020-03-30,CANADA,Shopify,F3,New,33,4186
2020-03-30,CANADA,Shopify,F3,Existing,668,126639
2020-03-30,CANADA,Retail,F3,Existing,94906,5359011
2020-03-30,CANADA,Retail,F3,New,18418,655556
2020-03-23,CANADA,Retail,F3,New,17635,733092
2020-03-23,CANADA,Shopify,F3,Existing,521,99363
2020-03-23,CANADA,Retail,F3,Existing,87611,5700814
2020-03-23,CANADA,Shopify,F3,New,32,4848
2019-09-02,CANADA,Shopify,F3,New,32,4055
2019-09-02,CANADA,Retail,F3,New,17644,647115
2019-09-02,CANADA,Shopify,F3,Existing,562,109327
2019-09-02,CANADA,Retail,F3,Existing,86300,4914699
2019-08-26,CANADA,Shopify,F3,New,32,3984
2019-08-26,CANADA,Retail,F3,New,17987,652182
2019-08-26,CANADA,Shopify,F3,Existing,532,103316
2019-08-26,CANADA,Retail,F3,Existing,87611,4903985
2019-08-19,CANADA,Shopify,F3,New,33,4510
2019-08-19,CANADA,Retail,F3,New,17865,661685
2019-08-19,CANADA,Shopify,F3,Existing,552,107090
2019-08-19,CANADA,Retail,F3,Existing,88166,5060801
2019-08-12,CANADA,Retail,F3,Existing,87068,4971459
2019-08-12,CANADA,Shopify,F3,New,24,3725
2019-08-12,CANADA,Shopify,F3,Existing,568,108641
2019-08-12,CANADA,Retail,F3,New,17486,642524
2019-08-05,CANADA,Retail,F3,New,16882,618364
2019-08-05,CANADA,Retail,F3,Existing,86513,4978484
2019-08-05,CANADA,Shopify,F3,Existing,520,103698
2019-08-05,CANADA,Shopify,F3,New,32,5201
2019-07-29,CANADA,Shopify,F3,New,28,5203
2019-07-29,CANADA,Shopify,F3,Existing,529,106324
2019-07-29,CANADA,Retail,F3,Existing,86586,5000208
2019-07-29,CANADA,Retail,F3,New,17231,648076
2019-07-22,CANADA,Retail,F3,Existing,87451,5051379
