visit_id,cookie_id,page_id,event_type,sequence_number,event_time
6b222c,d6996b,5,1,8,2020-03-31 02:43:51.667564 UTC
6b222c,d6996b,8,1,10,2020-03-31 02:45:21.511104 UTC
6b222c,d6996b,9,1,12,2020-03-31 02:47:05.634813 UTC
6b222c,d6996b,10,1,14,2020-03-31 02:47:59.846523 UTC
6b222c,d6996b,11,1,16,2020-03-31 02:48:49.835409 UTC
6b222c,d6996b,12,1,18,2020-03-31 02:49:33.368730 UTC
f991f6,1d5e5d,2,1,1,2020-03-15 11:58:04.671323 UTC
f991f6,1d5e5d,4,1,4,2020-03-15 11:59:33.764345 UTC
f991f6,1d5e5d,5,1,6,2020-03-15 12:00:29.886266 UTC
f991f6,1d5e5d,6,1,8,2020-03-15 12:02:02.162175 UTC
f991f6,1d5e5d,7,1,10,2020-03-15 12:03:23.004221 UTC
f991f6,1d5e5d,8,1,12,2020-03-15 12:04:15.809371 UTC
f991f6,1d5e5d,9,1,13,2020-03-15 12:04:17.163726 UTC
f991f6,1d5e5d,10,1,15,2020-03-15 12:05:38.026488 UTC
f991f6,1d5e5d,12,1,17,2020-03-15 12:06:50.510590 UTC
79553d,b7bac0,2,1,1,2020-04-15 15:28:16.859269 UTC
3012b6,ba5cd6,2,1,1,2020-05-03 09:57:17.807281 UTC
3012b6,ba5cd6,5,1,4,2020-05-03 09:58:28.425916 UTC
3012b6,ba5cd6,6,1,6,2020-05-03 10:00:03.269408 UTC
3012b6,ba5cd6,7,1,8,2020-05-03 10:00:37.717116 UTC
3012b6,ba5cd6,8,1,10,2020-05-03 10:02:08.438747 UTC
3012b6,ba5cd6,9,1,11,2020-05-03 10:02:17.428296 UTC
3012b6,ba5cd6,11,1,13,2020-05-03 10:03:05.438314 UTC
3012b6,ba5cd6,12,1,15,2020-05-03 10:04:08.042298 UTC
b298fa,2bfab9,2,1,1,2020-02-21 15:25:28.865795 UTC
b298fa,2bfab9,5,1,3,2020-02-21 15:26:22.860432 UTC
b298fa,2bfab9,8,1,4,2020-02-21 15:26:36.823926 UTC
078ccf,277b97,2,1,1,2020-04-02 03:59:11.123713 UTC
078ccf,277b97,3,1,3,2020-04-02 04:00:37.566945 UTC
078ccf,277b97,5,1,4,2020-04-02 04:01:07.545685 UTC
078ccf,277b97,7,1,6,2020-04-02 04:02:31.051892 UTC
078ccf,277b97,8,1,8,2020-04-02 04:03:24.679219 UTC
82dac8,6ec319,2,1,1,2020-02-14 08:56:51.093691 UTC
82dac8,6ec319,4,1,4,2020-02-14 08:58:16.680620 UTC
82dac8,6ec319,6,1,6,2020-02-14 08:59:31.089316 UTC
82dac8,6ec319,7,1,8,2020-02-14 09:00:16.244270 UTC
82dac8,6ec319,8,1,10,2020-02-14 09:01:14.323116 UTC
82dac8,6ec319,9,1,12,2020-02-14 09:01:53.998202 UTC
82dac8,6ec319,10,1,14,2020-02-14 09:02:55.014845 UTC
82dac8,6ec319,11,1,15,2020-02-14 09:03:40.625228 UTC
82dac8,6ec319,12,1,17,2020-02-14 09:04:35.289446 UTC
e73a2f,539a7c,2,1,1,2020-03-06 07:46:38.392971 UTC
aa1346,33660d,2,1,1,2020-04-14 21:43:55.504446 UTC
aa1346,33660d,3,1,4,2020-04-14 21:44:51.215195 UTC
aa1346,33660d,4,1,6,2020-04-14 21:45:26.064268 UTC
aa1346,33660d,5,1,8,2020-04-14 21:46:28.650458 UTC
aa1346,33660d,6,1,9,2020-04-14 21:46:55.420367 UTC
aa1346,33660d,7,1,11,2020-04-14 21:48:04.767608 UTC
aa1346,33660d,8,1,13,2020-04-14 21:48:44.308670 UTC
aa1346,33660d,9,1,15,2020-04-14 21:49:20.434629 UTC
aa1346,33660d,10,1,17,2020-04-14 21:50:06.125483 UTC
aa1346,33660d,11,1,19,2020-04-14 21:51:12.112449 UTC
8d1836,7a63f8,2,1,1,2020-04-04 04:50:47.170536 UTC
8d1836,7a63f8,3,1,4,2020-04-04 04:52:20.247864 UTC
8d1836,7a63f8,4,1,6,2020-04-04 04:52:52.150303 UTC
8d1836,7a63f8,5,1,8,2020-04-04 04:53:37.118944 UTC
8d1836,7a63f8,6,1,9,2020-04-04 04:54:02.820641 UTC
8d1836,7a63f8,7,1,11,2020-04-04 04:54:52.999247 UTC
8d1836,7a63f8,8,1,13,2020-04-04 04:56:02.800893 UTC
8d1836,7a63f8,9,1,14,2020-04-04 04:56:15.077748 UTC
8d1836,7a63f8,10,1,16,2020-04-04 04:57:48.449242 UTC
8d1836,7a63f8,11,1,18,2020-04-04 04:58:14.615709 UTC
fa928d,b6d776,2,1,1,2020-03-01 01:10:23.425450 UTC
fa928d,b6d776,5,1,4,2020-03-01 01:11:22.163025 UTC
fa928d,b6d776,6,1,6,2020-03-01 01:13:02.344304 UTC
fa928d,b6d776,7,1,8,2020-03-01 01:13:43.824844 UTC
fa928d,b6d776,8,1,10,2020-03-01 01:15:22.591587 UTC
fa928d,b6d776,9,1,11,2020-03-01 01:15:40.523943 UTC
fa928d,b6d776,10,1,13,2020-03-01 01:16:20.162066 UTC
fa928d,b6d776,11,1,15,2020-03-01 01:17:07.159685 UTC
fa928d,b6d776,12,1,17,2020-03-01 01:17:57.715821 UTC
5bba4e,d194c5,2,1,1,2020-01-17 15:27:02.948765 UTC
6de727,62ad27,2,1,1,2020-03-17 14:37:47.272255 UTC
6de727,62ad27,3,1,4,2020-03-17 14:39:39.645191 UTC
6de727,62ad27,4,1,6,2020-03-17 14:41:18.068729 UTC
6de727,62ad27,5,1,7,2020-03-17 14:42:10.544483 UTC
6de727,62ad27,6,1,9,2020-03-17 14:43:50.498843 UTC
6de727,62ad27,8,1,11,2020-03-17 14:44:39.133222 UTC
6de727,62ad27,9,1,13,2020-03-17 14:45:33.216779 UTC
6de727,62ad27,10,1,15,2020-03-17 14:47:16.082562 UTC
6de727,62ad27,11,1,17,2020-03-17 14:48:30.414310 UTC
6de727,62ad27,12,1,19,2020-03-17 14:49:46.072196 UTC
c2e3b4,cf1a69,2,1,1,2020-02-15 22:09:45.353303 UTC
c2e3b4,cf1a69,3,1,4,2020-02-15 22:10:45.004480 UTC
c2e3b4,cf1a69,4,1,5,2020-02-15 22:11:14.144438 UTC
c2e3b4,cf1a69,5,1,7,2020-02-15 22:12:17.510347 UTC
c2e3b4,cf1a69,8,1,8,2020-02-15 22:12:31.513821 UTC
c2e3b4,cf1a69,9,1,9,2020-02-15 22:12:59.338035 UTC
c2e3b4,cf1a69,10,1,11,2020-02-15 22:13:44.270955 UTC
c2e3b4,cf1a69,11,1,13,2020-02-15 22:15:09.089300 UTC
c2e3b4,cf1a69,12,1,14,2020-02-15 22:15:14.881737 UTC
9518c7,34cc8e,2,1,1,2020-02-13 14:40:22.919345 UTC
532dcf,fe69b4,2,1,1,2020-02-09 17:46:08.321740 UTC
7bb18b,2dc589,2,1,1,2020-04-06 08:40:44.387947 UTC
7bb18b,2dc589,3,1,3,2020-04-06 08:41:15.632079 UTC
7bb18b,2dc589,4,1,5,2020-04-06 08:41:54.066521 UTC
7bb18b,2dc589,5,1,7,2020-04-06 08:42:46.251876 UTC
7bb18b,2dc589,6,1,8,2020-04-06 08:43:14.185921 UTC
7bb18b,2dc589,9,1,9,2020-04-06 08:44:08.309720 UTC
7bb18b,2dc589,10,1,11,2020-04-06 08:44:38.857345 UTC
7bb18b,2dc589,12,1,13,2020-04-06 08:46:16.032941 UTC
855eba,6391f4,2,1,1,2020-02-16 07:38:35.800404 UTC
736d0d,8f0f31,2,1,1,2020-04-01 15:22:00.042410 UTC
a16177,88868f,2,1,1,2020-04-06 21:21:08.584175 UTC
a16177,88868f,3,1,4,2020-04-06 21:22:07.627707 UTC
a16177,88868f,5,1,6,2020-04-06 21:22:43.712707 UTC
a16177,88868f,8,1,8,2020-04-06 21:23:48.760046 UTC
a16177,88868f,9,1,10,2020-04-06 21:25:20.804744 UTC
a16177,88868f,10,1,12,2020-04-06 21:26:14.445394 UTC
a16177,88868f,11,1,13,2020-04-06 21:26:51.466930 UTC
a16177,88868f,12,1,15,2020-04-06 21:27:38.360811 UTC
752e73,68756b,2,1,1,2020-03-05 12:20:18.161570 UTC
9378b7,c37668,2,1,1,2020-01-30 21:57:35.116157 UTC
9378b7,c37668,3,1,4,2020-01-30 21:58:39.846925 UTC
9378b7,c37668,4,1,6,2020-01-30 22:00:30.871208 UTC
9378b7,c37668,5,1,7,2020-01-30 22:01:23.436165 UTC
9378b7,c37668,7,1,9,2020-01-30 22:02:11.738870 UTC
9378b7,c37668,9,1,11,2020-01-30 22:02:37.082945 UTC
9378b7,c37668,11,1,13,2020-01-30 22:04:13.661726 UTC
9378b7,c37668,12,1,15,2020-01-30 22:04:29.350146 UTC
ce9658,423f8d,2,1,1,2020-01-12 04:24:28.405909 UTC
ac98c1,eecf24,2,1,1,2020-03-23 10:20:55.620551 UTC
cbc891,d56286,2,1,1,2020-04-23 12:16:59.661749 UTC
f73e19,72b87a,2,1,1,2020-04-13 18:15:32.018253 UTC
79aa04,411419,2,1,1,2020-03-17 05:31:59.234137 UTC
7b0a2b,30f0db,2,1,1,2020-03-08 22:25:14.149037 UTC
456e13,525c96,2,1,1,2020-03-28 11:42:05.337875 UTC
456e13,525c96,3,1,4,2020-03-28 11:43:42.325474 UTC
456e13,525c96,4,1,6,2020-03-28 11:44:44.366625 UTC
456e13,525c96,5,1,8,2020-03-28 11:45:59.255723 UTC
456e13,525c96,6,1,10,2020-03-28 11:46:39.884736 UTC
456e13,525c96,7,1,12,2020-03-28 11:47:36.325555 UTC
456e13,525c96,8,1,14,2020-03-28 11:48:33.242929 UTC
456e13,525c96,9,1,16,2020-03-28 11:49:03.294033 UTC
456e13,525c96,10,1,18,2020-03-28 11:49:48.572925 UTC
456e13,525c96,11,1,20,2020-03-28 11:50:36.726443 UTC
456e13,525c96,12,1,21,2020-03-28 11:51:28.722856 UTC
c7592f,1b7706,2,1,1,2020-03-07 12:41:40.815336 UTC
c7592f,1b7706,3,1,3,2020-03-07 12:42:14.079348 UTC
c7592f,1b7706,8,1,5,2020-03-07 12:43:41.927806 UTC
c7592f,1b7706,11,1,6,2020-03-07 12:43:48.943170 UTC
c7592f,1b7706,12,1,8,2020-03-07 12:44:04.678937 UTC
f802d9,e1e012,2,1,1,2020-03-12 17:11:00.765706 UTC
cca6cf,0025a4,2,1,1,2020-04-03 13:12:10.734757 UTC
0990d9,93e554,2,1,1,2020-03-05 20:27:47.675710 UTC
3cb5b7,750a79,2,1,1,2020-03-21 18:14:03.042576 UTC
3cb5b7,750a79,3,1,4,2020-03-21 18:15:13.351908 UTC
3cb5b7,750a79,4,1,6,2020-03-21 18:17:00.421243 UTC
3cb5b7,750a79,5,1,8,2020-03-21 18:17:31.402722 UTC
3cb5b7,750a79,8,1,9,2020-03-21 18:18:00.519915 UTC
3cb5b7,750a79,9,1,11,2020-03-21 18:19:07.556847 UTC
3cb5b7,750a79,10,1,12,2020-03-21 18:19:46.405234 UTC
3cb5b7,750a79,11,1,14,2020-03-21 18:20:34.778390 UTC
3cb5b7,750a79,12,1,16,2020-03-21 18:21:35.096515 UTC
99a723,1ef2ec,2,1,1,2020-03-05 20:04:31.685037 UTC
99a723,1ef2ec,4,1,4,2020-03-05 20:05:57.810422 UTC
99a723,1ef2ec,5,1,6,2020-03-05 20:07:16.264271 UTC
99a723,1ef2ec,6,1,8,2020-03-05 20:08:59.006956 UTC
99a723,1ef2ec,7,1,10,2020-03-05 20:09:42.107145 UTC
99a723,1ef2ec,8,1,12,2020-03-05 20:10:42.259062 UTC
99a723,1ef2ec,10,1,14,2020-03-05 20:11:29.382496 UTC
99a723,1ef2ec,12,1,15,2020-03-05 20:11:56.403658 UTC
0f5f20,81f5e0,2,1,1,2020-03-04 10:31:23.840016 UTC
ca4270,b5fe43,2,1,1,2020-03-11 12:28:28.360462 UTC
ca4270,b5fe43,4,1,3,2020-03-11 12:29:46.283072 UTC
ca4270,b5fe43,5,1,4,2020-03-11 12:30:33.024373 UTC
ca4270,b5fe43,7,1,6,2020-03-11 12:31:49.838703 UTC
ca4270,b5fe43,9,1,8,2020-03-11 12:33:00.335382 UTC
ca4270,b5fe43,11,1,9,2020-03-11 12:33:20.440048 UTC
ca4270,b5fe43,12,1,11,2020-03-11 12:34:28.058024 UTC
5eae51,b60fcf,2,1,1,2020-05-04 09:10:51.762409 UTC
5eae51,b60fcf,5,1,4,2020-05-04 09:12:26.262927 UTC
5eae51,b60fcf,6,1,5,2020-05-04 09:12:39.859886 UTC
5eae51,b60fcf,7,1,7,2020-05-04 09:14:24.532221 UTC
5eae51,b60fcf,8,1,9,2020-05-04 09:14:46.500075 UTC
5eae51,b60fcf,9,1,11,2020-05-04 09:15:10.120055 UTC
5eae51,b60fcf,10,1,12,2020-05-04 09:15:32.868506 UTC
5eae51,b60fcf,11,1,14,2020-05-04 09:15:40.520592 UTC
1c27fa,cdb72c,2,1,1,2020-04-11 12:02:05.655241 UTC
b40bf5,603b54,2,1,1,2020-03-01 04:04:21.645658 UTC
b40bf5,603b54,3,1,4,2020-03-01 04:05:53.863286 UTC
b40bf5,603b54,4,1,6,2020-03-01 04:06:53.106322 UTC
b40bf5,603b54,6,1,8,2020-03-01 04:07:37.176548 UTC
b40bf5,603b54,7,1,9,2020-03-01 04:08:31.809915 UTC
b40bf5,603b54,8,1,11,2020-03-01 04:08:48.815247 UTC
b40bf5,603b54,9,1,12,2020-03-01 04:09:22.063222 UTC
b40bf5,603b54,10,1,14,2020-03-01 04:10:24.774843 UTC
b40bf5,603b54,12,1,16,2020-03-01 04:11:30.136906 UTC
f4943a,b9937e,2,1,1,2020-04-15 17:16:27.826793 UTC
96b841,704a55,2,1,1,2020-03-14 10:26:13.279212 UTC
96b841,704a55,3,1,4,2020-03-14 10:28:31.121670 UTC
96b841,704a55,4,1,5,2020-03-14 10:29:05.403208 UTC
96b841,704a55,5,1,7,2020-03-14 10:30:12.965804 UTC
96b841,704a55,6,1,9,2020-03-14 10:30:52.577555 UTC
96b841,704a55,7,1,11,2020-03-14 10:32:20.455264 UTC
96b841,704a55,8,1,13,2020-03-14 10:33:18.121758 UTC
96b841,704a55,10,1,15,2020-03-14 10:34:44.502956 UTC
96b841,704a55,11,1,16,2020-03-14 10:35:35.406564 UTC
96b841,704a55,12,1,18,2020-03-14 10:36:38.643177 UTC
1580ef,5d8f47,2,1,1,2020-03-26 03:07:29.387314 UTC
79f37a,6f4e34,2,1,1,2020-02-03 11:10:20.377303 UTC
f94f32,0ddc8e,2,1,1,2020-04-15 14:55:13.000949 UTC
672c30,c9bfa9,2,1,1,2020-03-14 10:35:33.952199 UTC
672c30,c9bfa9,3,1,4,2020-03-14 10:36:24.605858 UTC
672c30,c9bfa9,5,1,6,2020-03-14 10:38:00.412758 UTC
672c30,c9bfa9,6,1,7,2020-03-14 10:38:46.000869 UTC
672c30,c9bfa9,8,1,9,2020-03-14 10:39:48.185595 UTC
672c30,c9bfa9,10,1,11,2020-03-14 10:40:38.635458 UTC
672c30,c9bfa9,12,1,13,2020-03-14 10:41:26.038987 UTC
5bfcbe,c686c1,2,1,1,2020-01-29 16:30:03.666946 UTC
3e9aab,42ca74,2,1,1,2020-03-12 11:32:27.037148 UTC
091488,56f28f,2,1,1,2020-04-10 23:16:47.644424 UTC
138e82,863bdd,2,1,1,2020-02-15 14:02:10.761587 UTC
e29f01,f4b5e8,2,1,1,2020-02-10 22:23:13.082244 UTC
0bb542,e83169,2,1,1,2020-03-21 15:13:43.229860 UTC
8e6c42,8313df,2,1,1,2020-03-06 18:05:32.580919 UTC
8fb57b,46dd2f,2,1,1,2020-03-29 14:48:01.380894 UTC
39fa1a,59511b,2,1,1,2020-03-22 16:27:24.943321 UTC
c09cfd,d345a8,2,1,1,2020-02-23 01:27:21.090549 UTC
c09cfd,d345a8,4,1,4,2020-02-23 01:29:28.652114 UTC
c09cfd,d345a8,6,1,6,2020-02-23 01:30:05.380686 UTC
c09cfd,d345a8,8,1,8,2020-02-23 01:31:02.013531 UTC
c09cfd,d345a8,9,1,10,2020-02-23 01:31:43.632410 UTC
c09cfd,d345a8,10,1,12,2020-02-23 01:32:18.344366 UTC
c09cfd,d345a8,12,1,14,2020-02-23 01:33:12.212745 UTC
4fec88,a26e03,2,1,1,2020-02-20 03:57:37.865276 UTC
355a6a,87a4ba,2,1,1,2020-03-18 22:37:50.628680 UTC
355a6a,87a4ba,3,1,4,2020-03-18 22:39:06.589436 UTC
355a6a,87a4ba,4,1,6,2020-03-18 22:40:49.554814 UTC
355a6a,87a4ba,6,1,7,2020-03-18 22:41:09.519918 UTC
355a6a,87a4ba,7,1,9,2020-03-18 22:41:40.030111 UTC
355a6a,87a4ba,8,1,11,2020-03-18 22:42:29.728071 UTC
355a6a,87a4ba,9,1,13,2020-03-18 22:42:59.762131 UTC
355a6a,87a4ba,10,1,15,2020-03-18 22:44:16.541396 UTC
355a6a,87a4ba,11,1,16,2020-03-18 22:44:18.900830 UTC
355a6a,87a4ba,12,1,18,2020-03-18 22:45:54.081818 UTC
ccf365,c4ca42,9,2,5,2020-02-04 19:17:51.729420 UTC
ccf365,c4ca42,10,2,7,2020-02-04 19:19:10.570786 UTC
ccf365,c4ca42,11,2,9,2020-02-04 19:20:45.274690 UTC
d58cbd,c81e72,4,2,4,2020-01-18 23:42:02.370046 UTC
d58cbd,c81e72,5,2,6,2020-01-18 23:43:11.121855 UTC
d58cbd,c81e72,8,2,9,2020-01-18 23:44:14.026393 UTC
d58cbd,c81e72,10,2,11,2020-01-18 23:45:00.004781 UTC
9a2f24,eccbc8,4,2,3,2020-02-21 03:19:48.146489 UTC
9a2f24,eccbc8,7,2,5,2020-02-21 03:20:13.869733 UTC
7caba5,a87ff6,5,2,4,2020-02-22 17:51:17.963956 UTC
7caba5,a87ff6,9,2,7,2020-02-22 17:52:56.251508 UTC
f61ed7,e4da3b,9,2,6,2020-02-01 06:32:39.425798 UTC
f61ed7,e4da3b,10,2,8,2020-02-01 06:33:40.811923 UTC
e0ce49,167909,5,2,4,2020-01-25 22:45:13.949207 UTC
e0ce49,167909,9,2,8,2020-01-25 22:47:26.459918 UTC
e0ce49,167909,11,2,11,2020-01-25 22:48:43.041422 UTC
8479c1,8f14e4,11,2,5,2020-02-09 17:30:37.055533 UTC
a6c424,c9f0f8,5,2,4,2020-02-12 11:25:46.300856 UTC
a6c424,c9f0f8,11,2,9,2020-02-12 11:29:18.892281 UTC
d39d35,d3d944,4,2,5,2020-01-23 21:48:06.468956 UTC
d39d35,d3d944,6,2,7,2020-01-23 21:49:00.300961 UTC
d39d35,d3d944,9,2,9,2020-01-23 21:50:38.725028 UTC
9c2633,6512bd,4,2,4,2020-01-17 05:01:05.620304 UTC
9c2633,6512bd,9,2,8,2020-01-17 05:03:14.581970 UTC
d69e73,c20ad4,9,2,5,2020-02-06 09:11:47.981352 UTC
c70085,c51ce4,10,2,6,2020-02-12 08:28:52.242217 UTC
6a20a3,aab323,3,2,4,2020-01-12 02:51:09.753574 UTC
4b5d1b,9bf31c,3,2,4,2020-01-28 04:57:30.125256 UTC
4b5d1b,9bf31c,9,2,6,2020-01-28 04:58:53.582952 UTC
69440b,c74d97,11,2,4,2020-01-06 21:47:10.846217 UTC
e70fd5,70efdf,4,2,4,2020-02-17 10:07:51.061105 UTC
e70fd5,70efdf,6,2,6,2020-02-17 10:09:04.536992 UTC
fdf383,1f0e3d,3,2,4,2020-02-11 13:54:01.355168 UTC
a67606,3c59dc,9,2,5,2020-02-14 21:13:01.756609 UTC
71740f,b6d767,4,2,4,2020-02-08 21:32:44.043535 UTC
71740f,b6d767,7,2,8,2020-02-08 21:34:03.684007 UTC
71740f,b6d767,8,2,10,2020-02-08 21:35:01.597757 UTC
71740f,b6d767,9,2,12,2020-02-08 21:35:49.810941 UTC
71740f,b6d767,10,2,14,2020-02-08 21:36:09.114777 UTC
71740f,b6d767,11,2,16,2020-02-08 21:36:43.915368 UTC
2a5092,1ff1de,4,2,4,2020-01-23 20:07:28.434555 UTC
2a5092,1ff1de,9,2,6,2020-01-23 20:08:44.853286 UTC
2a5092,1ff1de,10,2,8,2020-01-23 20:09:48.333546 UTC
ce1b65,8e296a,4,2,4,2020-01-08 18:36:44.905584 UTC
ce1b65,8e296a,7,2,7,2020-01-08 18:37:32.256924 UTC
ce1b65,8e296a,9,2,10,2020-01-08 18:38:57.834280 UTC
8bfa80,4e732c,3,2,4,2020-01-26 20:57:52.125010 UTC
8bfa80,4e732c,8,2,7,2020-01-26 20:58:46.119458 UTC
37c63a,02e74f,3,2,3,2020-01-31 11:11:54.668494 UTC
37c63a,02e74f,9,2,6,2020-01-31 11:13:01.507129 UTC
37c63a,02e74f,11,2,9,2020-01-31 11:13:13.311684 UTC
32a3fc,33e75f,5,2,6,2020-02-29 02:05:21.160444 UTC
32a3fc,33e75f,7,2,8,2020-02-29 02:06:10.857614 UTC
0813d2,6ea9ab,3,2,4,2020-01-10 12:03:24.208340 UTC
0813d2,6ea9ab,4,2,6,2020-01-10 12:04:19.218216 UTC
0813d2,6ea9ab,6,2,8,2020-01-10 12:05:36.002339 UTC
cd512e,34173c,3,2,3,2020-02-02 01:55:25.698466 UTC
cd512e,34173c,7,2,6,2020-02-02 01:57:17.009883 UTC
d193fc,c16a53,5,2,4,2020-02-13 18:56:12.183548 UTC
d193fc,c16a53,8,2,7,2020-02-13 18:57:19.379645 UTC
4c98cd,6364d3,4,2,3,2020-02-17 22:11:46.940490 UTC
4c98cd,6364d3,11,2,6,2020-02-17 22:12:48.870791 UTC
8d7256,182be0,3,2,4,2020-02-03 13:02:13.977298 UTC
8d7256,182be0,8,2,6,2020-02-03 13:03:05.557892 UTC
97cca6,e36985,5,2,5,2020-02-24 07:29:38.925099 UTC
97cca6,e36985,8,2,8,2020-02-24 07:31:14.991994 UTC
97cca6,e36985,9,2,10,2020-02-24 07:32:20.737546 UTC
97cca6,e36985,10,2,12,2020-02-24 07:32:42.917328 UTC
6baa37,1c383c,3,2,4,2020-01-22 01:11:06.752753 UTC
6baa37,1c383c,9,2,7,2020-01-22 01:12:31.564125 UTC
6baa37,1c383c,10,2,9,2020-01-22 01:13:29.756970 UTC
64fca2,19ca14,8,2,5,2020-02-14 18:11:07.039819 UTC
d214e6,a5bfc9,4,2,4,2020-02-03 01:15:53.327698 UTC
d214e6,a5bfc9,6,2,6,2020-02-03 01:17:42.727167 UTC
97cf44,a5771b,3,2,4,2020-01-28 22:17:55.733965 UTC
97cf44,a5771b,7,2,7,2020-01-28 22:18:47.571620 UTC
97cf44,a5771b,8,2,9,2020-01-28 22:19:33.060416 UTC
97cf44,a5771b,9,2,11,2020-01-28 22:20:30.225383 UTC
f0e648,d67d8a,8,2,4,2020-01-13 00:47:51.211522 UTC
8bfb23,d64592,3,2,4,2020-02-07 22:05:22.318105 UTC
8bfb23,d64592,6,2,7,2020-02-07 22:07:08.164875 UTC
8bfb23,d64592,8,2,10,2020-02-07 22:08:28.111064 UTC
8bfb23,d64592,9,2,12,2020-02-07 22:09:56.332883 UTC
8bfb23,d64592,10,2,14,2020-02-07 22:10:34.145102 UTC
aa6d31,3416a7,4,2,5,2020-01-09 22:01:15.748761 UTC
aa6d31,3416a7,6,2,7,2020-01-09 22:01:31.771191 UTC
d54641,a1d0c6,5,2,4,2020-02-29 01:11:26.409757 UTC
f60bb1,17e621,8,2,4,2020-02-22 07:53:41.933450 UTC
cfbc1c,f71771,11,2,6,2020-01-08 04:54:35.879431 UTC
cf849f,6c8349,3,2,4,2020-02-09 11:34:40.562235 UTC
cf849f,6c8349,4,2,6,2020-02-09 11:35:21.520959 UTC
d400f3,d9d4f4,5,2,4,2020-01-25 09:45:23.731938 UTC
d400f3,d9d4f4,6,2,6,2020-01-25 09:46:17.651499 UTC
a59fa0,67c6a1,3,2,4,2020-02-20 21:57:20.597676 UTC
3e7fc5,642e92,3,2,4,2020-02-21 09:16:02.714932 UTC
3e7fc5,642e92,8,2,9,2020-02-21 09:18:21.973709 UTC
7da3f2,f457c5,3,2,4,2020-01-07 15:40:21.890177 UTC
7da3f2,f457c5,4,2,6,2020-01-07 15:41:03.987775 UTC
7da3f2,f457c5,10,2,9,2020-01-07 15:41:54.496397 UTC
d337c9,c0c7c7,10,2,7,2020-02-13 12:31:06.100879 UTC
fcc0cb,283802,5,2,5,2020-01-04 01:39:03.939575 UTC
fcc0cb,283802,8,2,7,2020-01-04 01:39:39.170681 UTC
fcc0cb,283802,10,2,10,2020-01-04 01:41:46.333288 UTC
fcc0cb,283802,11,2,12,2020-01-04 01:42:40.496706 UTC
85fdaf,9a1158,5,2,4,2020-02-19 23:51:31.668281 UTC
85fdaf,9a1158,10,2,7,2020-02-19 23:53:18.647417 UTC
9f4c50,d82c8d,4,2,5,2020-02-06 19:21:20.750201 UTC
9f4c50,d82c8d,7,2,8,2020-02-06 19:22:24.430756 UTC
9f4c50,d82c8d,8,2,10,2020-02-06 19:23:08.177915 UTC
9f4c50,d82c8d,11,2,13,2020-02-06 19:23:45.680615 UTC
a4308c,a684ec,7,2,4,2020-01-30 07:10:48.556998 UTC
a4308c,a684ec,10,2,6,2020-01-30 07:11:53.596409 UTC
168168,b53b3a,3,2,4,2020-01-26 11:31:33.569002 UTC
168168,b53b3a,5,2,6,2020-01-26 11:32:22.592082 UTC
168168,b53b3a,6,2,8,2020-01-26 11:33:10.429266 UTC
168168,b53b3a,7,2,10,2020-01-26 11:34:24.072281 UTC
168168,b53b3a,8,2,12,2020-01-26 11:34:58.802203 UTC
168168,b53b3a,9,2,14,2020-01-26 11:35:34.976829 UTC
f09994,9f6140,6,2,6,2020-02-24 04:09:48.734465 UTC
55d71b,72b32a,6,2,4,2020-01-06 20:51:06.039806 UTC
e06c2d,66f041,3,2,4,2020-01-26 06:53:50.858271 UTC
e06c2d,66f041,9,2,7,2020-01-26 06:55:33.727058 UTC
e06c2d,66f041,11,2,9,2020-01-26 06:56:31.344509 UTC
dd5d75,093f65,5,2,4,2020-01-31 20:05:11.452728 UTC
723140,072b03,6,2,4,2020-01-19 17:47:57.048250 UTC
723140,072b03,8,2,7,2020-01-19 17:49:49.359058 UTC
723140,072b03,11,2,10,2020-01-19 17:50:59.756911 UTC
ef4cdd,7f39f8,3,2,4,2020-02-06 22:06:28.050429 UTC
ef4cdd,7f39f8,6,2,6,2020-02-06 22:07:30.234055 UTC
ef4cdd,7f39f8,7,2,8,2020-02-06 22:08:43.633857 UTC
ef4cdd,7f39f8,9,2,10,2020-02-06 22:09:23.517126 UTC
bb75e2,44f683,3,2,4,2020-02-04 03:08:24.986512 UTC
bb75e2,44f683,4,2,6,2020-02-04 03:08:44.934773 UTC
bb75e2,44f683,6,2,9,2020-02-04 03:10:43.205620 UTC
bb75e2,44f683,11,2,12,2020-02-04 03:12:33.709427 UTC
b3518b,03afdb,4,2,5,2020-02-21 15:56:27.820372 UTC
b3518b,03afdb,8,2,7,2020-02-21 15:57:01.217440 UTC
b3518b,03afdb,9,2,9,2020-02-21 15:57:23.809590 UTC
b3518b,03afdb,10,2,11,2020-02-21 15:57:46.611197 UTC
b3518b,03afdb,11,2,13,2020-02-21 15:58:14.048803 UTC
c3f01e,ea5d2f,6,2,3,2020-01-29 06:38:00.273399 UTC
c3f01e,ea5d2f,9,2,5,2020-01-29 06:38:14.482514 UTC
f9fce2,fc490c,5,2,3,2020-01-15 05:56:02.347041 UTC
f9fce2,fc490c,7,2,6,2020-01-15 05:57:09.469893 UTC
f9fce2,fc490c,10,2,8,2020-01-15 05:58:54.511474 UTC
ac9892,3295c7,4,2,4,2020-01-13 08:02:32.262937 UTC
ac9892,3295c7,9,2,7,2020-01-13 08:04:17.086084 UTC
80e393,735b90,5,2,4,2020-02-16 22:05:51.610395 UTC
